tname,tnameLastToken,attname,attNameLastToken,attNameFirstToken
USA Cycling Professional Tour,Tour,team,team,team
USA Cycling Professional Tour,Tour,uci rating,rating,uci
USA Cycling Professional Tour,Tour,winner,winner,winner
USA South Athletic Conference,Conference,enrollment,enrollment,enrollment
USA South Athletic Conference,Conference,founded,founded,founded
USA South Athletic Conference,Conference,institution,institution,institution
USA South Athletic Conference,Conference,joined,joined,joined
USA South Athletic Conference,Conference,location,location,location
USA South Athletic Conference,Conference,nickname,nickname,nickname
USA South Athletic Conference,Conference,type,type,type
USAC Championship Car season,season,date,date,date
USAC Championship Car season,season,length,length,length
USAC Championship Car season,season,location,location,location
USAC Championship Car season,season,pole position,position,pole
USAC Championship Car season,season,race name,name,race
USAC Championship Car season,season,rnd,rnd,rnd
USAC Championship Car season,season,track,track,track
USAC Championship Car season,season,winning driver,driver,winning
Utah Jazz all-time roster,roster,nationality,nationality,nationality
Utah Jazz all-time roster,roster,no,no,no
Utah Jazz all-time roster,roster,player,player,player
Utah Jazz all-time roster,roster,position,position,position
Utah Jazz all-time roster,roster,school / club team,team,school
Utah Jazz all-time roster,roster,years for jazz,jazz,years
Utah Jazz season,season,college,college,college
Utah Jazz season,season,nationality,nationality,nationality
Utah Jazz season,season,pick,pick,pick
Utah Jazz season,season,player,player,player
Utah Jazz season,season,round,round,round
Utah Jazz season,season,date,date,date
Utah Jazz season,season,game,game,game
Utah Jazz season,season,high assists,assists,high
Utah Jazz season,season,high rebounds,rebounds,high
Utah Jazz season,season,high points,points,high
Utah Jazz season,season,location attendance,attendance,location
Utah Jazz season,season,score,score,score
Utah Jazz season,season,series,series,series
Utah Jazz season,season,team,team,team
Utah Jazz season,season,record,record,record
UWA/UWF Intercontinental Tag Team Championship,Championship,days held,held,days
UWA/UWF Intercontinental Tag Team Championship,Championship,event,event,event
UWA/UWF Intercontinental Tag Team Championship,Championship,location,location,location
UWA/UWF Intercontinental Tag Team Championship,Championship,reign,reign,reign
UWA/UWF Intercontinental Tag Team Championship,Championship,wrestlers,wrestlers,wrestlers
Uzbek League,League,average squad age,age,average
Uzbek League,League,captain,captain,captain
Uzbek League,League,kit manufacturer,manufacturer,kit
Uzbek League,League,manager,manager,manager
Uzbek League,League,shirt sponsor,sponsor,shirt
Uzbek League,League,team,team,team
V8 Supercar Challenge,Challenge,grid,grid,grid
V8 Supercar Challenge,Challenge,laps,laps,laps
V8 Supercar Challenge,Challenge,name,name,name
V8 Supercar Challenge,Challenge,team,team,team
V8 Supercar Challenge,Challenge,time / retired,retired,time
V8 Supercar Championship Series,Series,circuit,circuit,circuit
V8 Supercar Championship Series,Series,date,date,date
V8 Supercar Championship Series,Series,format,format,format
V8 Supercar Championship Series,Series,location,location,location
V8 Supercar Championship Series,Series,race title,title,race
V8 Supercar Championship Series,Series,rd,rd,rd
V8 Supercar Championship Series,Series,report,report,report
V8 Supercar Championship Series,Series,team,team,team
V8 Supercar Championship Series,Series,winner,winner,winner
V8 Supercar Championship Series,Series,city / state,state,city
V8 Supercar season,season,circuit,circuit,circuit
V8 Supercar season,season,city / state,state,city
V8 Supercar season,season,date,date,date
V8 Supercar season,season,series,series,series
V8 Supercar season,season,team,team,team
V8 Supercar season,season,winner,winner,winner
V8 Supercar season,season,race title,title,race
Valdosta State Blazers football,football,coach,coach,coach
Valdosta State Blazers football,football,pct,pct,pct
Valdosta State Blazers football,football,record,record,record
Valdosta State Blazers football,football,tenure,tenure,tenure
Valdosta State Blazers football,football,years,years,years
Valencia Superbike World Championship round,round,bike,bike,bike
Valencia Superbike World Championship round,round,grid,grid,grid
Valencia Superbike World Championship round,round,laps,laps,laps
Valencia Superbike World Championship round,round,rider,rider,rider
Valencia Superbike World Championship round,round,time,time,time
Valencian Community motorcycle Grand Prix,Prix,grid,grid,grid
Valencian Community motorcycle Grand Prix,Prix,laps,laps,laps
Valencian Community motorcycle Grand Prix,Prix,manufacturer,manufacturer,manufacturer
Valencian Community motorcycle Grand Prix,Prix,rider,rider,rider
Valencian Community motorcycle Grand Prix,Prix,time / retired,retired,time
Valencian Community motorcycle Grand Prix,Prix,time,time,time
Vallelunga Superbike World Championship round,round,bike,bike,bike
Vallelunga Superbike World Championship round,round,grid,grid,grid
Vallelunga Superbike World Championship round,round,laps,laps,laps
Vallelunga Superbike World Championship round,round,rider,rider,rider
Vallelunga Superbike World Championship round,round,time,time,time
Vancouver Canucks draft picks,picks,pick,pick,pick
Vancouver Canucks draft picks,picks,pl gp,gp,pl
Vancouver Canucks draft picks,picks,player,player,player
Vancouver Canucks draft picks,picks,rd,rd,rd
Vancouver Canucks draft picks,picks,reg gp,gp,reg
Vancouver Canucks draft picks,picks,team,team,team
Vancouver Canucks season,season,date,date,date
Vancouver Canucks season,season,home,home,home
Vancouver Canucks season,season,record,record,record
Vancouver Canucks season,season,score,score,score
Vancouver Canucks season,season,visitor,visitor,visitor
Vancouver Canucks season,season,attendance,attendance,attendance
Vancouver Canucks season,season,decision,decision,decision
Vancouver Canucks season,season,series,series,series
Vancouver Canucks season,season,college / junior / club team,team,college
Vancouver Canucks season,season,nationality,nationality,nationality
Vancouver Canucks season,season,nhl team,team,nhl
Vancouver Canucks season,season,player,player,player
Vancouver Canucks season,season,round,round,round
Vanderbilt Commodores baseball team,team,date,date,date
Vanderbilt Commodores baseball team,team,location,location,location
Vanderbilt Commodores baseball team,team,loss,loss,loss
Vanderbilt Commodores baseball team,team,opponent,opponent,opponent
Vanderbilt Commodores baseball team,team,record,record,record
Vanderbilt Commodores baseball team,team,score,score,score
Vanier Cup,Cup,bruce coulter award,award,bruce
Vanier Cup,Cup,champion,champion,champion
Vanier Cup,Cup,city,city,city
Vanier Cup,Cup,date,date,date
Vanier Cup,Cup,game,game,game
Vanier Cup,Cup,runner up,up,runner
Vanier Cup,Cup,score,score,score
Vanier Cup,Cup,stadium,stadium,stadium
Vanier Cup,Cup,ted morris memorial trophy,trophy,ted
VC Dynamo Moscow,Moscow,birth date,date,birth
VC Dynamo Moscow,Moscow,height,height,height
VC Dynamo Moscow,Moscow,nationality,nationality,nationality
VC Dynamo Moscow,Moscow,player,player,player
VC Dynamo Moscow,Moscow,position,position,position
VC Dynamo Moscow,Moscow,shirt no,no,shirt
VC Iskra Odintsovo,Odintsovo,birth date,date,birth
VC Iskra Odintsovo,Odintsovo,height,height,height
VC Iskra Odintsovo,Odintsovo,nationality,nationality,nationality
VC Iskra Odintsovo,Odintsovo,player,player,player
VC Iskra Odintsovo,Odintsovo,position,position,position
VC Iskra Odintsovo,Odintsovo,shirt no,no,shirt
VC Zenit-Kazan,Zenit-Kazan,birth date,date,birth
VC Zenit-Kazan,Zenit-Kazan,height,height,height
VC Zenit-Kazan,Zenit-Kazan,nationality,nationality,nationality
VC Zenit-Kazan,Zenit-Kazan,player,player,player
VC Zenit-Kazan,Zenit-Kazan,position,position,position
VC Zenit-Kazan,Zenit-Kazan,shirt no,no,shirt
VCU Rams men's basketball,basketball,coach,coach,coach
VCU Rams men's basketball,basketball,conference,conference,conference
VCU Rams men's basketball,basketball,overall,overall,overall
VCU Rams men's basketball,basketball,postseason,postseason,postseason
VCU Rams men's basketball,basketball,season,season,season
VCU Rams men's basketball,basketball,standing,standing,standing
Vegas Grand Prix,Prix,driver,driver,driver
Vegas Grand Prix,Prix,grid,grid,grid
Vegas Grand Prix,Prix,laps,laps,laps
Vegas Grand Prix,Prix,points,points,points
Vegas Grand Prix,Prix,team,team,team
Vegas Grand Prix,Prix,time / retired,retired,time
vehicle speed records,records,category,category,category
vehicle speed records,records,date,date,date
vehicle speed records,records,pilot,pilot,pilot
vehicle speed records,records,speed,speed,speed
vehicle speed records,records,vehicle,vehicle,vehicle
Veikkausliiga,Veikkausliiga,capacity,capacity,capacity
Veikkausliiga,Veikkausliiga,club,club,club
Veikkausliiga,Veikkausliiga,location,location,location
Veikkausliiga,Veikkausliiga,manager,manager,manager
Veikkausliiga,Veikkausliiga,stadium,stadium,stadium
Veikkausliiga,Veikkausliiga,kitmaker,kitmaker,kitmaker
Veikkausliiga,Veikkausliiga,captain,captain,captain
Venezuela at the Olympics,Olympics,event,event,event
Venezuela at the Olympics,Olympics,games,games,games
Venezuela at the Olympics,Olympics,medal,medal,medal
Venezuela at the Olympics,Olympics,name,name,name
Venezuela at the Olympics,Olympics,sport,sport,sport
VFL Lightning Premiership,Premiership,away team,team,away
VFL Lightning Premiership,Premiership,away team score,score,away
VFL Lightning Premiership,Premiership,date,date,date
VFL Lightning Premiership,Premiership,ground,ground,ground
VFL Lightning Premiership,Premiership,home team score,score,home
VFL Lightning Premiership,Premiership,home team,team,home
VFL season,season,away team,team,away
VFL season,season,away team score,score,away
VFL season,season,date,date,date
VFL season,season,home team score,score,home
VFL season,season,home team,team,home
VFL season,season,venue,venue,venue
VFL season,season,crowd,crowd,crowd
VFL/AFL records,records,lost,lost,lost
VFL/AFL records,records,matches,matches,matches
VFL/AFL records,records,team,team,team
VIA C3 microprocessors,microprocessors,frequency,frequency,frequency
VIA C3 microprocessors,microprocessors,front side bus,bus,front
VIA C3 microprocessors,microprocessors,l2 - cache,cache,l2
VIA C3 microprocessors,microprocessors,model number,number,model
VIA C3 microprocessors,microprocessors,multiplier,multiplier,multiplier
VIA C3 microprocessors,microprocessors,socket,socket,socket
VIA C3 microprocessors,microprocessors,voltage,voltage,voltage
Victorious episodes,episodes,directed by,by,directed
